hilbert
job_index,eps,fd,qubit_state,t_levels,c_levels,fc,Ej,g,Ec,kappa,gamma,gamma_phi,n_t,n_c,end_time,snapshots,group_folder
47,0.0080000000000000002,10.490500000000001,1,11,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_11x55
48,0.0080000000000000002,10.491,1,11,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_11x55
49,0.0080000000000000002,10.4915,1,11,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_11x55
50,0.0080000000000000002,10.492000000000001,1,11,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_11x55
51,0.0080000000000000002,10.4925,1,11,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_11x55
52,0.0080000000000000002,10.48,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
53,0.0080000000000000002,10.480499999999999,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
54,0.0080000000000000002,10.481,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
55,0.0080000000000000002,10.4815,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
56,0.0080000000000000002,10.481999999999999,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
57,0.0080000000000000002,10.4825,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
58,0.0080000000000000002,10.483000000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
59,0.0080000000000000002,10.483499999999999,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
60,0.0080000000000000002,10.484,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
61,0.0080000000000000002,10.484500000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
62,0.0080000000000000002,10.484999999999999,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
63,0.0080000000000000002,10.4855,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
64,0.0080000000000000002,10.486000000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
65,0.0080000000000000002,10.486499999999999,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
66,0.0080000000000000002,10.487,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
67,0.0080000000000000002,10.487500000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
68,0.0080000000000000002,10.488,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
69,0.0080000000000000002,10.4885,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
70,0.0080000000000000002,10.489000000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
71,0.0080000000000000002,10.4895,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
72,0.0080000000000000002,10.49,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
73,0.0080000000000000002,10.490500000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
74,0.0080000000000000002,10.491,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
75,0.0080000000000000002,10.4915,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
76,0.0080000000000000002,10.492000000000001,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
77,0.0080000000000000002,10.4925,1,12,50,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x50
78,0.0080000000000000002,10.48,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
79,0.0080000000000000002,10.480499999999999,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
80,0.0080000000000000002,10.481,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
81,0.0080000000000000002,10.4815,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
82,0.0080000000000000002,10.481999999999999,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
83,0.0080000000000000002,10.4825,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
84,0.0080000000000000002,10.483000000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
85,0.0080000000000000002,10.483499999999999,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
86,0.0080000000000000002,10.484,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
87,0.0080000000000000002,10.484500000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
88,0.0080000000000000002,10.484999999999999,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
89,0.0080000000000000002,10.4855,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
90,0.0080000000000000002,10.486000000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
91,0.0080000000000000002,10.486499999999999,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
92,0.0080000000000000002,10.487,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
93,0.0080000000000000002,10.487500000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
94,0.0080000000000000002,10.488,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
95,0.0080000000000000002,10.4885,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
96,0.0080000000000000002,10.489000000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
97,0.0080000000000000002,10.4895,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
98,0.0080000000000000002,10.49,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
99,0.0080000000000000002,10.490500000000001,1,12,55,10.426299999999999,52.405522658165175,0.29324769334758782,0.21448180630636157,0.001,0.0,0.0,0.0,0.036999999999999998,30000.0,2001,8-0MHz_12x55
